cap1,cap2,cap3,cap4,X,Y
0.72491,0.88197,0.95588,0.83305,2.3372,2.316
0.73793,0.88146,0.9611,0.84255,2.312,2.3468
0.75324,0.88212,0.96061,0.84911,2.3092,2.3525
0.76813,0.88414,0.95789,0.84901,2.3082,2.3547
0.77909,0.88672,0.95439,0.84267,2.3371,2.3297
0.78337,0.88877,0.94855,0.82923,2.372,2.2993
0.78025,0.88861,0.94197,0.81162,2.3861,2.2842
0.77105,0.88464,0.93857,0.79201,2.3895,2.2789
0.75805,0.87538,0.93882,0.77373,2.3756,2.2644
0.74326,0.86072,0.93786,0.76036,2.3594,2.257
0.72802,0.84221,0.93433,0.75271,2.3307,2.2614
0.71357,0.82219,0.92838,0.74969,2.315,2.2834
0.70199,0.80429,0.91827,0.74984,2.3264,2.3196
0.69639,0.79115,0.90338,0.75229,2.3484,2.3595
0.6997,0.7843,0.88489,0.75428,2.3569,2.3647
0.71285,0.7857,0.86594,0.75466,2.3176,2.3122
0.73342,0.79543,0.84898,0.75425,2.2421,2.2301
0.75584,0.81168,0.83651,0.75304,2.1606,2.191
0.77335,0.83184,0.83091,0.75312,2.0937,2.1876
0.78077,0.85247,0.83356,0.75526,2.0323,2.1688
0.77681,0.87042,0.84398,0.75811,1.9362,2.1035
0.76445,0.88369,0.86156,0.76134,1.8185,2.0172
0.74948,0.89186,0.88551,0.76403,1.7048,1.9825
0.73437,0.89584,0.90778,0.765,1.6016,1.9611
0.72513,0.89709,0.91542,0.76239,1.492,1.9197
0.71906,0.89692,0.92368,0.75366,1.3781,1.844
0.72173,0.89614,0.93923,0.73599,1.2967,1.8105
0.72797,0.89508,0.94747,0.70717,1.2124,1.7834
0.73247,0.89382,0.95059,0.66695,1.14,1.7255
0.73429,0.89237,0.94958,0.61793,1.066,1.6699
0.73361,0.89082,0.94614,0.56507,0.98654,1.6227
0.73114,0.88925,0.94346,0.51625,0.91961,1.5831
0.72788,0.88782,0.94323,0.48204,0.88115,1.5466
0.72526,0.88669,0.94653,0.47015,0.81764,1.4453
0.72499,0.88598,0.95324,0.48304,0.76532,1.3849
0.72852,0.88571,0.96068,0.51696,0.71779,1.3284
0.73577,0.88573,0.96686,0.56415,0.69314,1.2831
0.74428,0.88587,0.97024,0.61351,0.6826,1.195
0.74913,0.88602,0.9692,0.65424,0.62646,1.0679
0.74399,0.88627,0.96377,0.68136,0.58529,0.98559
0.72611,0.88693,0.9554,0.69561,0.58123,0.93691
0.68554,0.88823,0.94617,0.70155,0.65294,0.87645
0.62575,0.89009,0.938,0.70496,0.68985,0.84454
0.5518,0.89196,0.93232,0.7096,0.76194,0.79777
0.47324,0.893,0.9299,0.71684,0.84231,0.76514
0.40546,0.89257,0.93098,0.72817,0.94715,0.73749
0.35697,0.89077,0.9355,0.7442,1.0397,0.70148
0.33612,0.88886,0.94293,0.76466,1.1007,0.67737
0.34452,0.88809,0.95215,0.78744,1.206,0.66716
0.37632,0.88889,0.96132,0.80718,1.3269,0.66904
0.42094,0.89154,0.96825,0.81861,1.4256,0.6698
0.45947,0.89533,0.97109,0.8177,1.5005,0.66111
0.4832,0.8987,0.96914,0.80454,1.5554,0.65257
0.48789,0.90027,0.96315,0.78299,1.6264,0.64428
0.47645,0.89954,0.95503,0.76022,1.6859,0.62767
0.45623,0.89702,0.94696,0.74296,1.7514,0.58869
0.43519,0.89381,0.9406,0.73526,1.7855,0.55587
0.41875,0.89101,0.93656,0.73614,1.7796,0.54254
0.40858,0.88927,0.93452,0.74185,1.7762,0.53296
0.40365,0.88861,0.93369,0.74819,1.7695,0.52366
0.40192,0.88871,0.9333,0.75311,1.761,0.517
0.40504,0.889,0.93292,0.75692,1.7563,0.517
0.40648,0.8892,0.93237,0.7608,1.7552,0.51781
0.40931,0.88932,0.93153,0.76431,1.7537,0.52995
0.41408,0.88938,0.93033,0.76798,1.7536,0.53716
0.41678,0.88949,0.92877,0.77177,1.7556,0.54015
0.41601,0.88925,0.92719,0.77513,1.756,0.54101
0.40961,0.88834,0.92634,0.77811,1.7545,0.53815
0.39714,0.8866,0.92709,0.78094,1.7544,0.5347
0.38043,0.88445,0.92989,0.78395,1.7554,0.53261
0.3629,0.88221,0.93434,0.78638,1.7563,0.5303
0.34889,0.88041,0.93917,0.7867,1.7556,0.52643
0.33945,0.87989,0.9427,0.78357,1.751,0.52476
0.3352,0.88071,0.94363,0.77616,1.7478,0.524
0.3359,0.8827,0.94172,0.76613,1.7469,0.52349
0.34207,0.88518,0.93782,0.75725,1.7459,0.51984
0.35232,0.88744,0.93341,0.75288,1.745,0.51783
0.3684,0.88903,0.92991,0.75457,1.745,0.51404
0.38944,0.89201,0.92825,0.76143,1.745,0.51497
0.41435,0.89486,0.92892,0.7708,1.7441,0.515
0.43527,0.89532,0.93214,0.77928,1.7432,0.51585
0.45084,0.89663,0.93791,0.78539,1.7422,0.5152
0.45815,0.89778,0.94582,0.78984,1.7428,0.51575
0.45437,0.90215,0.95473,0.79285,1.743,0.5153
0.44846,0.9054,0.96281,0.79471,1.7436,0.51436
0.44709,0.90527,0.96821,0.79576,1.7428,0.51459
0.45547,0.90563,0.96984,0.79446,1.7398,0.515
0.47519,0.90688,0.968,0.79101,1.7341,0.51451
0.50356,0.90927,0.96416,0.78672,1.7217,0.51618
0.53771,0.91241,0.9602,0.78322,1.7103,0.52047
0.5695,0.91509,0.95757,0.78142,1.7125,0.52869
0.59448,0.91541,0.95683,0.78109,1.7251,0.54824
0.61036,0.91147,0.95778,0.78158,1.739,0.57806
0.62105,0.90266,0.95994,0.78284,1.7384,0.61681
0.63082,0.90243,0.96293,0.78585,1.7365,0.64175
0.64208,0.90746,0.96641,0.79245,1.7392,0.66005
0.65738,0.90982,0.96998,0.80136,1.7401,0.69425
0.67535,0.89949,0.97295,0.81002,1.7314,0.7405
0.69343,0.89146,0.97451,0.81525,1.74,0.77381
0.70949,0.88833,0.974,0.81354,1.7352,0.81122
0.72062,0.88858,0.9714,0.80467,1.7206,0.8553
0.72453,0.88836,0.9671,0.79187,1.7233,0.87707
0.72207,0.88849,0.96197,0.77922,1.7288,0.90548
0.72004,0.88723,0.95722,0.77042,1.7315,0.95068
0.72107,0.88012,0.95421,0.76666,1.7299,0.99417
0.72347,0.87243,0.95294,0.76697,1.7296,1.0169
0.72825,0.86455,0.95327,0.76921,1.7306,1.036
0.73129,0.85725,0.9561,0.7716,1.7279,1.0635
0.72836,0.85168,0.96094,0.7735,1.7299,1.0866
0.71871,0.84914,0.96739,0.77525,1.74,1.1003
0.70478,0.85044,0.97513,0.77716,1.7445,1.1084
0.69235,0.85541,0.98221,0.77888,1.7156,1.1135
0.6876,0.8627,0.98713,0.77944,1.6782,1.1192
0.69219,0.87023,0.98811,0.77798,1.6754,1.1197
0.70663,0.87603,0.98181,0.77461,1.6857,1.113
0.72696,0.87906,0.97009,0.76996,1.7251,1.1018
0.74838,0.87949,0.96106,0.76669,1.7362,1.1012
0.76156,0.87842,0.95229,0.76669,1.7532,1.1023
0.76268,0.87716,0.94436,0.76986,1.7443,1.1062
0.75595,0.87652,0.9457,0.77625,1.7548,1.1119
0.74137,0.87656,0.9491,0.78455,1.7531,1.1158
0.72389,0.87683,0.94324,0.79403,1.7431,1.1187
0.70932,0.87678,0.9389,0.80442,1.7353,1.1291
0.70235,0.87627,0.94291,0.81599,1.7364,1.1389
0.70497,0.87563,0.94051,0.8277,1.7385,1.1417
0.71587,0.87541,0.93471,0.83878,1.7397,1.1365
0.73132,0.87594,0.93261,0.84664,1.7342,1.1322
0.74679,0.87691,0.93155,0.84796,1.7255,1.1295
0.7588,0.87742,0.93314,0.841,1.7168,1.1267
0.76566,0.87632,0.93341,0.82653,1.7081,1.124
0.76739,0.87292,0.93188,0.80706,1.7354,1.1236
0.76514,0.86747,0.92773,0.78593,1.755,1.124
0.76047,0.8612,0.92214,0.768,1.7449,1.1254
0.75496,0.85576,0.91895,0.75612,1.7395,1.1343
0.74993,0.85249,0.9169,0.75128,1.7534,1.1565
0.74626,0.85168,0.91718,0.75232,1.7617,1.1829
0.74417,0.85262,0.92123,0.75694,1.7553,1.2063
0.74334,0.85401,0.92998,0.76274,1.7537,1.2466
0.74327,0.85481,0.93898,0.76822,1.7613,1.2934
0.74362,0.85466,0.94435,0.77159,1.753,1.3316
0.74437,0.85395,0.94798,0.77226,1.7472,1.3693
0.74546,0.85337,0.94934,0.76963,1.7498,1.4193
0.74631,0.85343,0.9467,0.76334,1.7412,1.4307
0.7457,0.85413,0.94157,0.75424,1.728,1.4552
0.74228,0.85513,0.93563,0.74462,1.7261,1.473
0.73558,0.856,0.92955,0.73654,1.7246,1.5064
0.72681,0.85658,0.92468,0.73135,1.723,1.542
0.71888,0.85698,0.92159,0.72917,1.7214,1.5777
0.71506,0.85739,0.91997,0.72909,1.7248,1.6131
0.71724,0.8579,0.91967,0.72984,1.7299,1.6485
0.72435,0.85835,0.92007,0.7305,1.7273,1.6635
0.73239,0.85839,0.92061,0.73101,1.7246,1.6744
0.73647,0.85782,0.92131,0.7323,1.7299,1.6819
0.73358,0.85671,0.92267,0.73595,1.7342,1.6882
0.72479,0.85543,0.92521,0.74332,1.7356,1.6938
0.71534,0.85446,0.92937,0.75327,1.7365,1.6981
0.71204,0.8541,0.9336,0.76354,1.737,1.7
0.71954,0.85432,0.93747,0.77158,1.7362,1.7013
0.73741,0.85485,0.9399,0.77421,1.7346,1.703
0.75994,0.85526,0.93896,0.77054,1.7321,1.7049
0.77871,0.85514,0.93625,0.76119,1.7275,1.7098
0.78669,0.85418,0.93075,0.74977,1.7258,1.7128
0.78129,0.85229,0.92554,0.74019,1.725,1.7162
0.76497,0.84967,0.922,0.73428,1.725,1.7171
0.7433,0.84689,0.92092,0.73201,1.725,1.7179
0.72187,0.84491,0.92228,0.73258,1.725,1.717
0.70407,0.84475,0.92548,0.73375,1.725,1.717
0.69057,0.8471,0.92955,0.73388,1.7249,1.717
0.68051,0.85194,0.93349,0.73405,1.724,1.7171
0.67292,0.85833,0.9366,0.73422,1.724,1.719
0.66763,0.86479,0.93864,0.73629,1.7221,1.7266
0.66499,0.86976,0.93979,0.74274,1.7202,1.7297
0.66511,0.87226,0.94042,0.75342,1.7175,1.7317
0.66735,0.87229,0.94066,0.7681,1.7162,1.7344
0.6704,0.87079,0.94015,0.78297,1.7168,1.7365
0.67289,0.86924,0.93804,0.79349,1.7229,1.7392
0.6765,0.86907,0.9334,0.79618,1.7292,1.7414
0.67943,0.8711,0.92564,0.78937,1.7398,1.7578
0.6796,0.87147,0.91485,0.7779,1.7421,1.7763
0.67991,0.87494,0.90155,0.7642,1.7395,1.7981
0.68185,0.87972,0.88634,0.75184,1.7471,1.8222
0.68564,0.88432,0.86947,0.74537,1.7512,1.8543
0.69044,0.88953,0.85074,0.74408,1.7444,1.884
0.69435,0.89273,0.82965,0.74511,1.741,1.9043
0.69516,0.89418,0.80575,0.74749,1.7413,1.9423
0.69239,0.89565,0.77889,0.75007,1.7392,1.9878
0.68608,0.89636,0.7492,0.75432,1.7341,2.0163
0.67912,0.89624,0.7171,0.76265,1.7386,2.0352
0.67527,0.89606,0.6831,0.77697,1.7414,2.0667
0.6753,0.89622,0.64788,0.79767,1.73,2.1015
0.67926,0.89958,0.61226,0.82101,1.7255,2.1203
0.68482,0.90939,0.57721,0.84036,1.7298,2.1355
0.6879,0.92278,0.54402,0.84917,1.739,2.1956
0.68716,0.93713,0.51429,0.84439,1.738,2.2101
0.68185,0.95113,0.48999,0.82819,1.7456,2.2384
0.67329,0.95952,0.47308,0.80679,1.7658,2.2709
0.6634,0.95996,0.4649,0.78733,1.7626,2.2856
0.65529,0.95288,0.46533,0.77476,1.7557,2.2903
0.65073,0.93961,0.47241,0.77079,1.7426,2.2924
0.64904,0.92364,0.48273,0.77485,1.732,2.2923
0.65001,0.9086,0.4926,0.78576,1.7284,2.292
0.65528,0.89756,0.49931,0.80228,1.7286,2.2937
0.66201,0.8924,0.50196,0.82241,1.7316,2.2971
0.66447,0.89229,0.50119,0.84232,1.733,2.3004
0.66564,0.89523,0.49833,0.85658,1.732,2.3024
0.66854,0.89871,0.49434,0.86019,1.732,2.3049
0.67388,0.90018,0.48953,0.85121,1.732,2.3083
0.67978,0.8989,0.48379,0.83211,1.7311,2.3093
0.68252,0.89537,0.47717,0.80888,1.7293,2.311
0.68402,0.89046,0.47027,0.78824,1.7302,2.3142
0.68442,0.8856,0.46401,0.7748,1.731,2.3144
0.68468,0.8824,0.45927,0.76948,1.731,2.3118
0.68512,0.88096,0.45649,0.77007,1.731,2.3106
0.68334,0.88019,0.45563,0.77319,1.7311,2.3068
0.67983,0.87979,0.45639,0.77655,1.732,2.3028
0.67318,0.87919,0.45852,0.78031,1.733,2.298
0.66309,0.87788,0.46225,0.78658,1.733,2.2985
0.65098,0.87568,0.46839,0.79771,1.733,2.299
0.63978,0.87437,0.47818,0.814,1.7347,2.2973
0.63276,0.87622,0.49274,0.83235,1.7358,2.2954
0.63203,0.88189,0.51248,0.84654,1.7377,2.2942
0.6375,0.89126,0.53528,0.85082,1.7398,2.2931
0.64701,0.90172,0.56103,0.84313,1.7463,2.2909
0.6574,0.90924,0.58957,0.82439,1.7529,2.2849
0.66609,0.91044,0.62125,0.7993,1.7603,2.2802
0.67204,0.90405,0.65502,0.77539,1.7685,2.279
0.67575,0.89165,0.69135,0.75799,1.7762,2.2753
0.67842,0.87697,0.72736,0.74941,1.7751,2.2676
0.6809,0.86413,0.75941,0.74827,1.7476,2.2478
0.68324,0.856,0.7842,0.75125,1.7,2.2102
0.68496,0.854,0.80025,0.75461,1.6715,2.1602
0.68561,0.85874,0.80985,0.75567,1.681,2.1122
0.68519,0.86882,0.81807,0.75395,1.6913,2.0844
0.68419,0.88257,0.83095,0.75077,1.6732,2.0441
0.68317,0.89747,0.85246,0.74832,1.6142,1.9691
0.68254,0.90962,0.87676,0.74809,1.5166,1.9405
0.68232,0.91619,0.88501,0.7496,1.4583,1.9484
0.68236,0.91603,0.89567,0.75073,1.3939,1.9315
0.68244,0.91021,0.92164,0.74753,1.3566,1.9045
0.68228,0.90147,0.94005,0.73627,1.2793,1.7993
0.68161,0.89263,0.94979,0.71486,1.2003,1.7488
0.68033,0.886,0.95491,0.68505,1.1187,1.7219
0.67909,0.88222,0.95767,0.65196,1.0379,1.6936
0.67949,0.88025,0.96062,0.62236,0.98797,1.5892
0.68379,0.87927,0.96476,0.60201,0.93665,1.4886
0.69369,0.87877,0.96926,0.59356,0.86973,1.4332
0.70879,0.87866,0.97069,0.59609,0.83029,1.4082
0.72604,0.8787,0.96716,0.60631,0.74746,1.2609
0.74097,0.87773,0.95931,0.62071,0.73943,1.211
0.75031,0.87745,0.94869,0.63635,0.7206,1.1366
0.7538,0.87549,0.93783,0.65136,0.6541,1.0043
0.75365,0.87291,0.92944,0.66565,0.61167,0.90196
0.75172,0.87266,0.92413,0.67917,0.60716,0.85996
0.74638,0.87168,0.92257,0.69174,0.62965,0.83974
0.73167,0.86812,0.92485,0.70418,0.64994,0.79606
0.69996,0.86034,0.92911,0.71674,0.64808,0.73083
0.64646,0.85489,0.93446,0.72941,0.63428,0.6608
0.57253,0.84707,0.94065,0.73933,0.64305,0.62591
0.48584,0.84051,0.94567,0.74674,0.6734,0.61463
0.39736,0.84174,0.94728,0.75133,0.71474,0.60377
0.31742,0.84267,0.94514,0.75315,0.77071,0.57491
0.25305,0.84245,0.94018,0.75273,0.81894,0.55862
0.20735,0.8399,0.93404,0.75192,0.90592,0.57488
0.18034,0.83727,0.9286,0.75215,0.93408,0.58392
0.17006,0.83415,0.92483,0.75399,0.99846,0.57405
0.17328,0.83132,0.92277,0.75716,1.1293,0.55086
0.18598,0.82604,0.92188,0.76116,1.15,0.54208
0.20392,0.82356,0.92159,0.76565,1.1687,0.53355
0.22321,0.83069,0.92186,0.77076,1.165,0.5279
0.24083,0.84242,0.92338,0.77686,1.164,0.52223
0.25501,0.85774,0.92709,0.78219,1.1649,0.522
0.26524,0.87423,0.93221,0.78867,1.1694,0.52112
0.27184,0.88689,0.93872,0.7955,1.17,0.51934
0.27555,0.89539,0.94662,0.80052,1.1678,0.51751
0.27704,0.90002,0.95194,0.80205,1.1656,0.517
0.2766,0.90045,0.95299,0.79902,1.165,0.51826
0.27427,0.89937,0.94987,0.79055,1.1667,0.51957
0.27035,0.89749,0.94356,0.78157,1.1706,0.52052
0.26578,0.8958,0.93802,0.77514,1.1744,0.52475
0.26028,0.89474,0.93615,0.77297,1.1764,0.53026
0.25566,0.89431,0.93875,0.77479,1.177,0.53162
0.25867,0.89394,0.94529,0.7788,1.1773,0.531
0.26609,0.89336,0.95416,0.78362,1.1768,0.53012
0.27734,0.89247,0.96216,0.78777,1.1742,0.52752
0.2889,0.89093,0.96718,0.78803,1.1748,0.52562
0.30028,0.8887,0.9681,0.78633,1.1743,0.524
0.30068,0.88606,0.96481,0.78336,1.176,0.52395
0.29371,0.88349,0.95759,0.78175,1.176,0.523
0.29045,0.88158,0.9475,0.77941,1.176,0.52207
0.28719,0.88099,0.93658,0.77887,1.1786,0.522
0.29269,0.88224,0.92848,0.78133,1.1822,0.52119
0.31862,0.88538,0.92401,0.78773,1.183,0.521
0.35638,0.88979,0.92444,0.79837,1.1844,0.521
0.40982,0.89434,0.92973,0.81329,1.1882,0.52164
0.47815,0.8978,0.93845,0.83048,1.1924,0.52965
0.54722,0.89939,0.94816,0.84562,1.1919,0.54239
0.60916,0.89897,0.95606,0.8538,1.1861,0.57742
0.65642,0.89695,0.9599,0.85123,1.1782,0.63536
0.68565,0.89401,0.95863,0.83585,1.1804,0.67841
0.70141,0.8908,0.95274,0.81131,1.1835,0.72674
0.70838,0.88793,0.94392,0.78586,1.1495,0.78047
0.70634,0.88596,0.93437,0.76804,1.0976,0.82649
0.69786,0.88529,0.92603,0.76317,1.121,0.85657
0.69032,0.88603,0.9202,0.77094,1.1906,0.90179
0.68638,0.88788,0.91757,0.78581,1.1812,0.94569
0.68513,0.88984,0.91799,0.80012,1.1588,1.0168
0.68616,0.89163,0.92256,0.80914,1.1562,1.0356
0.6859,0.89262,0.93047,0.8086,1.1408,1.0675
0.68447,0.89274,0.94066,0.80257,1.1291,1.0947
0.68425,0.89207,0.95132,0.79551,1.1402,1.1006
0.68507,0.89136,0.96011,0.79058,1.1445,1.1019
0.68542,0.89107,0.96541,0.78809,1.1492,1.1054
0.68333,0.89105,0.96677,0.78602,1.15,1.106
0.68205,0.89188,0.96509,0.7821,1.1508,1.1045
0.68512,0.89271,0.96201,0.77567,1.1546,1.1004
0.69051,0.89324,0.95924,0.76808,1.156,1.0977
0.69749,0.89324,0.95739,0.76157,1.1541,1.0983
0.70504,0.8927,0.95645,0.75751,1.1523,1.1
0.71046,0.89179,0.95556,0.75416,1.1513,1.1015
0.71092,0.89078,0.95364,0.75191,1.1483,1.1007
0.70477,0.8899,0.95012,0.74852,1.1489,1.0988
0.69296,0.88885,0.94527,0.7456,1.1523,1.098
0.67809,0.88808,0.93905,0.74468,1.1551,1.0996
0.66628,0.88754,0.9327,0.74804,1.155,1.104
0.66311,0.88689,0.92803,0.7571,1.1526,1.1089
0.66707,0.88612,0.9265,0.77044,1.1501,1.1119
0.67435,0.88532,0.92855,0.78429,1.1486,1.1126
0.68137,0.88447,0.93397,0.7954,1.147,1.1123
0.68584,0.88362,0.94198,0.80194,1.145,1.1124
0.68537,0.88276,0.95137,0.80392,1.145,1.1108
0.68238,0.88198,0.96058,0.80305,1.1456,1.1088
0.68139,0.88167,0.96797,0.80038,1.1482,1.1037
0.6821,0.88215,0.97272,0.79553,1.149,1.1023
0.68325,0.88333,0.9737,0.78771,1.149,1.1051
0.68192,0.88491,0.97125,0.77692,1.149,1.106
0.67731,0.88654,0.96725,0.76428,1.15,1.107
0.66914,0.88788,0.96244,0.75466,1.1509,1.107
0.65621,0.88871,0.9583,0.75233,1.1537,1.107
0.64137,0.88903,0.95529,0.75963,1.1566,1.1053
0.626,0.88895,0.95339,0.77658,1.1594,1.105
0.61961,0.88862,0.95233,0.7971,1.1647,1.1058
0.62638,0.88814,0.95176,0.81439,1.1682,1.1075
0.64158,0.88752,0.95131,0.82427,1.1676,1.1101
0.661,0.88682,0.95054,0.82442,1.167,1.1161
0.67861,0.88612,0.94897,0.81527,1.167,1.1249
0.69248,0.88553,0.94636,0.80027,1.1616,1.1452
0.70079,0.88514,0.94287,0.7834,1.1525,1.1835
0.70398,0.88489,0.94018,0.76812,1.1439,1.2301
0.70419,0.88436,0.93905,0.75736,1.1353,1.2768
0.70407,0.88317,0.94043,0.75378,1.1268,1.3235
0.70355,0.88158,0.94446,0.75933,1.1281,1.3629
0.70405,0.88022,0.95046,0.77312,1.132,1.4005
0.70886,0.87987,0.95708,0.79345,1.1359,1.4381
0.71745,0.8811,0.96163,0.81306,1.1388,1.5161
0.72654,0.88372,0.96271,0.82461,1.1543,1.5661
0.73369,0.88682,0.95955,0.82406,1.1594,1.5951
0.73676,0.88939,0.95196,0.81053,1.1414,1.6523
0.73526,0.89026,0.94239,0.78801,1.1393,1.6839
0.7328,0.88917,0.9339,0.76271,1.1471,1.7098
0.72948,0.88645,0.92923,0.74299,1.1447,1.7306
0.72633,0.88298,0.92966,0.73124,1.142,1.737
0.7234,0.88037,0.93437,0.72766,1.1426,1.7359
0.72022,0.87903,0.94083,0.72992,1.1437,1.7341
0.71638,0.8783,0.94593,0.7339,1.1448,1.7324
0.712,0.8768,0.94757,0.73729,1.1458,1.7358
0.70756,0.87319,0.94521,0.73963,1.1453,1.7363
0.70347,0.86699,0.93985,0.74102,1.1424,1.7373
0.69971,0.85963,0.93364,0.74215,1.141,1.7392
0.69587,0.85209,0.9285,0.74369,1.1382,1.7411
0.69131,0.84548,0.92531,0.74601,1.1445,1.6831
0.68558,0.84055,0.92369,0.74899,1.1556,1.6166
0.67885,0.83678,0.92281,0.75271,1.1499,1.6504
0.67233,0.83346,0.92222,0.7556,1.1357,1.723
0.66834,0.83037,0.92198,0.75709,1.137,1.7253
0.66965,0.8279,0.92191,0.75723,1.1384,1.7264
0.67817,0.82745,0.92232,0.75615,1.1441,1.7278
0.69356,0.83203,0.92414,0.75477,1.1497,1.7292
0.7127,0.84052,0.92797,0.75373,1.1546,1.7316
0.73064,0.855,0.93369,0.75331,1.157,1.7326
0.74267,0.87132,0.94085,0.75336,1.1567,1.73
0.74647,0.88738,0.94839,0.75416,1.1584,1.7137
0.74291,0.90098,0.95418,0.75294,1.168,1.648
0.73516,0.91058,0.95728,0.75073,1.1669,1.6492
0.72667,0.9154,0.95694,0.74797,1.155,1.725
0.71933,0.91551,0.953,0.74554,1.155,1.725
0.71292,0.91222,0.94727,0.74418,1.1523,1.7295
0.70446,0.90704,0.94177,0.74401,1.1486,1.7393
0.69491,0.90286,0.93819,0.74445,1.1523,1.7304
0.68478,0.90234,0.93665,0.74473,1.1575,1.7176
0.67496,0.89607,0.93652,0.74429,1.159,1.7115
0.6681,0.88179,0.93706,0.74578,1.159,1.708
0.66645,0.86931,0.93795,0.75098,1.1604,1.707
0.67097,0.86194,0.93918,0.7624,1.1636,1.7083
0.68095,0.86292,0.94053,0.78035,1.1728,1.6915
0.69442,0.87211,0.94097,0.80155,1.1836,1.6862
0.70835,0.88821,0.9385,0.81994,1.1814,1.7311
0.72121,0.91025,0.93058,0.82956,1.1655,1.8034
0.73069,0.93265,0.91502,0.82729,1.1576,1.861
0.73574,0.94924,0.89079,0.81463,1.1676,1.8842
0.7362,0.95735,0.85836,0.79668,1.1765,1.8952
0.73285,0.95907,0.81955,0.77983,1.1781,1.9397
0.72747,0.95849,0.777,0.76856,1.1797,1.9841
0.72242,0.9579,0.73362,0.76404,1.179,2.0293
0.71982,0.95984,0.6923,0.76532,1.1655,2.0786
0.72057,0.96444,0.65568,0.77047,1.1552,2.121
0.72375,0.96583,0.62593,0.77821,1.1545,2.1433
0.72703,0.96187,0.60432,0.78801,1.1459,2.1867
0.7279,0.95112,0.59083,0.79978,1.1474,2.2274
0.725,0.93647,0.58417,0.81259,1.243,2.2423
0.71881,0.92164,0.5822,0.82389,1.244,2.2506
0.71122,0.90958,0.5826,0.83095,1.2404,2.2591
0.70434,0.90172,0.58361,0.83212,1.1702,2.2722
0.69948,0.89829,0.58431,0.82684,1.1555,2.2668
0.6968,0.8948,0.58451,0.81655,1.1574,2.2633
0.69573,0.88873,0.58441,0.80484,1.1697,2.2507
0.69572,0.88203,0.58442,0.79488,1.171,2.2463
0.69657,0.8798,0.58503,0.78949,1.1585,2.2748
0.69834,0.87742,0.58695,0.78989,1.1678,2.2952
0.70086,0.87381,0.59097,0.79563,1.1827,2.2754
0.70359,0.87537,0.5977,0.80661,1.1698,2.2581
0.70572,0.8781,0.60706,0.82198,1.1573,2.2638
0.70704,0.87694,0.61798,0.83875,1.1417,2.2716
0.70821,0.87689,0.62845,0.85337,1.1385,2.2828
0.70845,0.87577,0.63606,0.86137,1.129,2.2855
0.70656,0.87537,0.63884,0.85974,1.129,2.2825
0.70442,0.87647,0.63605,0.84758,1.129,2.2789
0.70219,0.8778,0.6284,0.82763,1.1289,2.274
0.69985,0.87869,0.61779,0.80423,1.1279,2.2739
0.69758,0.87954,0.60662,0.78201,1.127,2.273
0.6955,0.87976,0.59695,0.76442,1.1452,2.2749
0.69369,0.87912,0.59006,0.75389,1.1488,2.2759
0.69275,0.87801,0.58628,0.7491,1.1608,2.2708
0.69147,0.87693,0.58526,0.74511,1.1736,2.2652
0.68799,0.87606,0.58593,0.74285,1.1657,2.2668
0.68273,0.87531,0.58777,0.74255,1.1633,2.273
0.67784,0.87554,0.59059,0.74316,1.1652,2.2723
